scenario,sensitivity,ai_model,annual_invites,affected_booking_base_share,weekly_payout,annual_prize_face_value,target_invites,baseline_completed_reviews,baseline_info_units,final_completion_rate,completed_reviews,additional_reviews,final_entries_per_completion,additional_info_units,expected_value_per_entry,expected_value_per_completion,guaranteed_equivalent_reward,bps_from_more_reviews,bps_from_better_reviews,total_uplift_bps,incremental_gross_bookings,incremental_revenue,incremental_ebitda,economic_cost,ranking_calls,input_tokens,output_tokens,annual_ai_cost,total_program_cost,net_incremental_ebitda_after_sweepstakes,net_incremental_ebitda,incremental_revenue_after_program_cost,revenue_to_program_cost_x,ebitda_to_program_cost_x,ai_cost_share_of_program_cost,cost_per_ranking_call,cost_per_1000_calls,payback_months_on_ebitda,layer
Moderate-rating targeted,Base,gpt-4o-mini,25000000,1.0,0,0,8797299.549924988,1451554.4257376231,2757953.4089014838,0.165,1451554.4257376231,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1741865.3108851477,3832103683.9473248,783839389.8983165,1045.1191865310886,1045.1191865310886,0.0,-1045.1191865310886,-1045.1191865310886,0.0,0.0,1.0,0.0006000000000000001,0.6000000000000001,,Full platform base
Moderate-rating targeted,Base,gpt-4o-mini,25000000,1.0,500,26000,8797299.549924988,1451554.4257376231,2757953.4089014838,0.16695237638908828,1468730.0656666334,17175.6399290103,1.9457716345611775,99859.89169982728,0.009097865138541189,0.017702367921636444,0.0079660655647364,0.04676350632546725,0.03633158529969882,0.08309509162516607,696893.6049327803,78724.28980568233,23250.006636721468,17290.0,1762476.07879996,3877447373.359912,793114235.459982,1057.4856472799759,18347.485647279977,5960.006636721468,4902.520989441491,60376.80415840236,4.2907399585486665,1.2672039691808283,0.0576365430996671,0.0006,0.6,9.469667308379158,Full platform base
Moderate-rating targeted,Base,gpt-4o-mini,25000000,1.0,1000,52000,8797299.549924988,1451554.4257376231,2757953.4089014838,0.16878848943754396,1484882.902161424,33328.47642380092,1.9875267285905005,193291.04797137948,0.01761968578336583,0.03501959644380564,0.015758818399712538,0.09074226197710049,0.07032423205654745,0.16106649403364792,1350816.365511995,152594.39644747804,45066.40503061469,34580.0,1781859.482593709,3920090861.7061596,801836767.167169,1069.1156895562253,35649.11568955622,10486.40503061469,9417.289341058466,116945.2807579218,4.280453904560167,1.2641661415409908,0.029989963814710665,0.0006,0.6000000000000001,9.49242319160064,Full platform base
Moderate-rating targeted,Base,gpt-4o-mini,25000000,1.0,1500,78000,8797299.549924988,1451554.4257376231,2757953.4089014838,0.1705203295341366,1500118.4182637206,48563.992526097456,2.0259774751113,281252.71650040615,0.025664596865632355,0.05199589515758323,0.023398152820912455,0.13222346189548723,0.10232693913811033,0.23455040103359756,1967103.8483484725,222213.0499392303,65627.2022092006,51870.0,1800142.1019164647,3960312624.2162223,810063945.8624091,1080.0852611498788,52950.08526114988,13757.202209200594,12677.116948050716,169262.9646780804,4.196651409403314,1.239416365158378,0.02039817794103441,0.0006,0.6,9.681976402229113,Full platform base
Moderate-rating targeted,Base,gpt-4o-mini,25000000,1.0,2000,104000,8797299.549924988,1451554.4257376231,2757953.4089014838,0.1721579901468509,1514525.409234882,62970.983497258974,2.0616566090325312,364477.9105953099,0.03330737792393156,0.06866837582641773,0.03090076912188798,0.17144886579283605,0.13260639555322495,0.304055261346061,2550020.2603310095,288061.95459925814,85074.66212462787,69160.0,1817430.4910818585,3998347080.380089,817843720.9868363,1090.458294649115,70250.45829464911,15914.662124627866,14824.203829978753,217811.49630460903,4.1004992934145665,1.2110193184477474,0.01552243673735825,0.0006,0.6,9.909007905324982,Full platform base
Moderate-rating targeted,Base,gpt-4o-mini,25000000,1.0,2500,130000,8797299.549924988,1451554.4257376231,2757953.4089014838,0.17371006420022245,1528179.4696060577,76625.04386843462,2.094973948854825,443542.7690979908,0.0406060144295513,0.08506854239673309,0.03828084407852989,0.20862429222089673,0.16137221536337942,0.36999650758427616,3103049.710157049,350534.6912853432,103525.02282208047,86450.0,1833815.3635272693,4034393799.7599926,825216913.5872712,1100.2892181163616,87550.28921811636,17075.02282208047,15974.733603964109,262984.4020672268,4.003809632336528,1.1824635160732118,0.01256751094648222,0.0006,0.6,10.148304651166104,Full platform base
Moderate-rating targeted,Base,gpt-4o-mini,25000000,1.0,3000,156000,8797299.549924988,1451554.4257376231,2757953.4089014838,0.1751839398933993,1541145.595578288,89591.16984066484,2.1262520603662156,518910.5890211696,0.04760649209088177,0.1012234018950453,0.04555053085277039,0.2439267040335163,0.18879295788353223,0.4327196619170485,3629089.9885997106,409958.60770021175,121074.96140439018,103740.0,1849374.7146939456,4068624372.32668,832218621.6122755,1109.6248288163672,104849.62482881636,17334.961404390182,16225.33657557382,305108.9828713954,3.9099673305415656,1.154748637413479,0.010583011914711242,0.0006,0.6,10.391871972136546,Full platform base
Moderate-rating targeted,Base,gpt-4o-mini,25000000,1.0,4000,208000,8797299.549924988,1451554.4257376231,2757953.4089014838,0.17792192285633637,1565232.4518658365,113678.02612821339,2.1836779522437357,660010.1863743477,0.06085494891972783,0.1328876102409284,0.059799424608417785,0.3095071342835059,0.24012860395452643,0.5496357382380324,4609630.045880906,520724.8984067119,153788.07955900146,138320.0,1878278.9422390037,4132213672.925808,845225524.0075517,1126.9673653434022,139446.96736534341,15468.07955900146,14341.112193658046,381277.93104136846,3.734214578094346,1.102842768578001,0.008081691460459011,0.0006,0.6,10.880970834557615,Full platform base
Moderate-rating targeted,Base,gpt-4o-mini,25000000,1.0,5000,260000,8797299.549924988,1451554.4257376231,2757953.4089014838,0.1804143158216877,1587158.779378158,135604.35364053492,2.2354954095396122,790132.7566088829,0.07327894190602355,0.16381473824683557,0.07371663221107601,0.3692051693817416,0.28747052651641763,0.6566756958981592,5507342.058789092,622134.5542939161,183737.85971230495,172900.0,1904590.5352537895,4190099177.5583367,857065740.8642052,1142.7543211522736,174042.7543211523,10837.859712304955,9695.105391152669,448091.7999727638,3.574607611333952,1.0557053088993453,0.006565940223191406,0.0006,0.6,11.366808425460066,Full platform base
Moderate-rating targeted,Base,gpt-4o-mini,25000000,1.0,6500,338000,8797299.549924988,1451554.4257376231,2757953.4089014838,0.18376319584107703,1616619.8800654844,165065.4543278613,2.3050017937236404,968358.3144187545,0.09070631366793797,0.20907821570665616,0.09408519706799527,0.4494178644569347,0.3523135475325015,0.8017314119894362,6723880.8329318045,759560.3397187918,224324.44907464428,224770.0,1939943.8560785812,4267876483.3728786,872974735.2353616,1163.9663136471486,225933.96631364714,-445.55092535572476,-1609.5172390028602,533626.3734051447,3.361868744712565,0.9928761608302468,0.005151798698701645,0.0006,0.6,12.086099428518411,Full platform base
Moderate-rating targeted,Base,gpt-4o-mini,25000000,1.0,8000,416000,8797299.549924988,1451554.4257376231,2757953.4089014838,0.18671867578713028,1642620.122464711,191065.69672708795,2.3667917469529383,1129786.340326819,0.1070030472288105,0.2532539290799642,0.1139642680859839,0.5202078032845576,0.4110451963777704,0.931252999662328,7810139.532268046,882269.0918800895,260564.5893055194,276640.0,1971144.146957653,4336517123.306837,887014866.1309439,1182.6864881745921,277822.6864881746,-16075.410694480612,-17258.097182655212,604446.4053919149,3.1756553182622933,0.9378808930227885,0.004256983125188132,0.0006000000000000002,0.6000000000000001,12.794801652610728,Full platform base
Moderate-rating targeted,Base,gpt-4o-mini,25000000,1.0,10000,520000,8797299.549924988,1451554.4257376231,2757953.4089014838,0.19015587685966226,1672858.2099130983,221303.78417547513,2.439978910159323,1323785.3429733538,0.1273966884238125,0.31084523297824085,0.1398803548402084,0.6025359726865209,0.4816270004708071,1.0841629731573281,9092549.606978564,1027136.0007692527,303348.79988942045,345800.0,2007429.851895718,4416345674.170579,903343433.353073,1204.4579111374308,347004.45791113743,-42451.20011057955,-43655.65802171698,680131.5428581152,2.9600080844848584,0.8741928035031281,0.0034710156704841934,0.0006000000000000001,0.6,13.726948965849111,Full platform base
Moderate-rating targeted,Base,gpt-4o-mini,25000000,1.0,12500,650000,8797299.549924988,1451554.4257376231,2757953.4089014838,0.19379595614281697,1704881.0777524866,253326.65201486344,2.520191370449348,1538673.1708927173,0.1512814734835843,0.3812582639821911,0.171566218791986,0.6897235004267538,0.5598086940118673,1.249532194438621,10479451.655098382,1183806.8010111495,349619.1080039262,432250.0,2045857.2933029837,4500886045.266564,920635781.9863427,1227.51437598179,433477.5143759818,-82630.89199607383,-83858.40637205564,750329.2866351677,2.7309531907677242,0.8065449680988065,0.002831783276576351,0.0005999999999999998,0.5999999999999999,14.878277683991366,Full platform base
Moderate-rating targeted,Base,gpt-4o-mini,25000000,1.0,15000,780000,8797299.549924988,1451554.4257376231,2757953.4089014838,0.1968512317307118,1731759.2523067705,280204.8265691474,2.5908653308292346,1728801.5992428856,0.1738450168516315,0.45040902709831615,0.20268406219424226,0.7629037540290251,0.6289822840780956,1.3918860381071207,11673330.63579299,1318672.8325026862,389449.7134623724,518699.99999999994,2078111.1027681245,4571844426.089874,935149996.245656,1246.8666616608748,519946.86666166084,-129250.28653762751,-130497.15319928841,798725.9658410253,2.536168437689175,0.7490182909704785,0.0023980655363237996,0.0006000000000000001,0.6,16.02097057530063,Full platform base
Moderate-rating targeted,Base,gpt-4o-mini,25000000,1.0,20000,1040000,8797299.549924988,1451554.4257376231,2757953.4089014838,0.20163236607884125,1773820.3233557006,322265.89761807746,2.711381555266595,2051550.2982021905,0.21623852757695392,0.5863051552101598,0.2638373198445719,0.8774219420081735,0.7464065240507802,1.6238284660589537,13618562.196296627,1538415.0887442527,454347.20480329526,691600.0,2128584.3880268405,4682885653.659049,957862974.6120782,1277.1506328161042,692877.1506328161,-237252.79519670474,-238529.94582952088,845537.9381114366,2.2203287947065258,0.6557399163593899,0.0018432569635896659,0.0006,0.6,18.29993828440846,Full platform base
Moderate-rating targeted,Base,gpt-4o-mini,25000000,1.0,25000,1300000,8797299.549924988,1451554.4257376231,2757953.4089014838,0.20511482325711683,1804456.5423227774,352902.1165851543,2.811817767757623,2315849.557948187,0.2562180692655417,0.7204385195814035,0.32419733381163157,0.9608340899908223,0.8425653615645758,1.8033994515553982,15124570.18035966,1708540.6404035843,504591.1665452005,864500.0,2165347.8507873327,4763765271.732132,974406532.8542998,1299.2087104723996,865799.2087104724,-359908.8334547995,-361208.04216527194,842741.4316931119,1.9733682165733288,0.5828039128110803,0.0015005889326319094,0.0006,0.6,20.590115708248305,Full platform base
Moderate-rating targeted,Base,gpt-4o-mini,25000000,1.0,30000,1560000,8797299.549924988,1451554.4257376231,2757953.4089014838,0.20767825311996388,1827007.802701466,375453.3769638429,2.8976864975995205,2536142.431995523,0.2946678803864799,0.8538551382721734,0.384234812222478,1.0222336076638052,0.9227135492716575,1.9449471569354628,16311688.321070645,1842642.9364806572,544196.2145105425,1037399.9999999999,2192409.363241759,4823300599.13187,986584213.4587916,1315.4456179450556,1038715.4456179449,-493203.7854894574,-494519.2311074025,803927.4908627123,1.7739631621482683,0.5239127008328959,0.0012664157671810497,0.0006000000000000001,0.6,22.904579295220124,Full platform base
Moderate-rating targeted,Optimistic,gpt-4o-mini,25000000,1.0,0,0,8797299.549924988,1451554.4257376231,2757953.4089014838,0.165,1451554.4257376231,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1741865.3108851477,3832103683.9473248,783839389.8983165,1045.1191865310886,1045.1191865310886,0.0,-1045.1191865310886,-1045.1191865310886,0.0,0.0,1.0,0.0006000000000000001,0.6000000000000001,,Full platform upside
Moderate-rating targeted,Optimistic,gpt-4o-mini,25000000,1.0,500,26000,8797299.549924988,1451554.4257376231,2757953.4089014838,0.16837668046034762,1481260.0952316797,29705.66949405661,1.9599796988244427,145286.3064313694,0.008955512651155342,0.017552622988829935,0.010531573793297961,0.11323000346075848,0.07752635443723356,0.19075635789799206,1599816.34678309,180722.57347255765,53373.62893985818,12870.000000000002,1777512.1142780157,3910526651.4116344,799880451.425107,1066.5072685668094,13936.507268566811,40503.62893985818,39437.12167129137,166786.06620399083,12.967565688439713,3.829770825021567,0.07652615164003612,0.0006000000000000001,0.6,3.133346758400987,Full platform upside
Moderate-rating targeted,Optimistic,gpt-4o-mini,25000000,1.0,1000,52000,8797299.549924988,1451554.4257376231,2757953.4089014838,0.1714521682826549,1508316.082866663,56761.65712903999,2.013127032456101,278478.47100569215,0.01712536360327953,0.03447553241040184,0.020685319446241104,0.2163601340291454,0.1485991431444684,0.36495927717361376,3060803.9698719466,345762.4191942817,102115.60575317714,25740.000000000004,1809979.2994399958,3981954458.7679906,814490684.7479981,1085.9875796639974,26825.987579664,76375.60575317714,75289.61817351314,318936.4316146177,12.889084443489196,3.806592597939917,0.0404826691445743,0.0006,0.5999999999999999,3.1524256119486647,Full platform upside
Moderate-rating targeted,Optimistic,gpt-4o-mini,25000000,1.0,1500,78000,8797299.549924988,1451554.4257376231,2757953.4089014838,0.1742732604233518,1533134.075486313,81579.64974868996,2.0610075468692526,401847.49103822187,0.024685099621779453,0.050876176615706786,0.03052570596942407,0.31095963096269497,0.21443019500711652,0.5253898259698115,4406286.853461019,497754.3211237995,147004.0733063533,38610.0,1839760.8905835757,4047473959.2838664,827892400.7626091,1103.8565343501452,39713.85653435015,108394.0733063533,107290.21677200316,458040.46458944934,12.533517632397935,3.701581416028016,0.02779524908127153,0.0006,0.5999999999999999,3.2418576417202263,Full platform upside
Moderate-rating targeted,Optimistic,gpt-4o-mini,25000000,1.0,2000,104000,8797299.549924988,1451554.4257376231,2757953.4089014838,0.1768758904705337,1556030.1916290077,104475.76589138457,2.1046920939121696,517011.0333087272,0.031756069977301,0.06683674941494704,0.04010204964896822,0.39823345290412404,0.27588271462587394,0.674116167529998,5653610.062223834,638657.6571179201,188617.70367489345,51480.00000000001,1867236.2299548092,4107919705.9005804,840256303.4796641,1120.3417379728853,52600.34173797289,137137.70367489345,136017.36193692056,586057.3153799472,12.141701669912623,3.585864605490344,0.021299134206272573,0.0006,0.6,3.3464732554672336,Full platform upside
Moderate-rating targeted,Optimistic,gpt-4o-mini,25000000,1.0,2500,130000,8797299.549924988,1451554.4257376231,2757953.4089014838,0.17928836905545278,1577253.48839832,125699.06266069692,2.1449474898573184,625172.5019071917,0.0384260011088165,0.08242175462361048,0.04945305277416629,0.4791309383864407,0.3335988515212486,0.8127297899076893,6816120.929018818,769980.2029585448,227401.79521617148,64350.00000000001,1892704.186077984,4163949209.371565,851716883.7350929,1135.6225116467906,65485.6225116468,163051.79521617148,161916.17270452468,704494.580446898,11.758003870568714,3.472545369416431,0.01734155480380166,0.0006000000000000001,0.6000000000000001,3.4556783924803343,Full platform upside
Moderate-rating targeted,Optimistic,gpt-4o-mini,25000000,1.0,3000,156000,8797299.549924988,1451554.4257376231,2757953.4089014838,0.181533477997331,1597004.3842822376,145449.9585446145,2.1823427935026274,727257.6003289581,0.04476056100673395,0.09768288774618054,0.05860973264770832,0.5544160286530149,0.38807257115389887,0.9424885998069137,7904369.140000642,892913.6994570699,263708.3102259744,77220.0,1916405.261138685,4216091574.505107,862382367.5124083,1149.8431566832107,78369.84315668322,186488.31022597442,185338.46706929122,814543.8563003866,11.393587934990324,3.364920734864147,0.014672010436263767,0.0005999999999999998,0.5999999999999999,3.566205847188992,Full platform upside
Moderate-rating targeted,Optimistic,gpt-4o-mini,25000000,1.0,4000,208000,8797299.549924988,1451554.4257376231,2757953.4089014838,0.18559308623896648,1632717.9740392494,181163.54830162623,2.2501966446162887,915983.0978863398,0.05661502304563708,0.1273949348921664,0.07643696093529985,0.6905466044204327,0.4887785507768879,1.1793251551973207,9890646.27909337,1117292.6520339416,329975.17842421035,102960.00000000001,1959261.568847099,4310375451.463618,881667705.9811946,1175.5569413082594,104135.55694130827,227015.17842421035,225839.6214829021,1013157.0950926333,10.729213775306908,3.1687080581917595,0.011288718050173908,0.0006,0.6,3.787032373959962,Full platform upside
Moderate-rating targeted,Optimistic,gpt-4o-mini,25000000,1.0,5000,260000,8797299.549924988,1451554.4257376231,2757953.4089014838,0.18917028075918896,1664187.6257819966,212633.20004437352,2.3107401430426537,1087551.7435478214,0.0676114033638465,0.1562323838802892,0.09373943032817351,0.8105004326434616,0.5803294474895891,1.3908298801330508,11664472.955711856,1317672.228438052,389154.2004612276,128700.00000000001,1997025.1509383959,4393455332.064471,898661317.9222782,1198.2150905630374,129898.21509056306,260454.20046122762,259255.98537066457,1187774.013347489,10.143882481521329,2.9958394746988266,0.00922426139364317,0.0006,0.6,4.005555071072814,Full platform upside
Moderate-rating targeted,Optimistic,gpt-4o-mini,25000000,1.0,6500,338000,8797299.549924988,1451554.4257376231,2757953.4089014838,0.19380844063248595,1704990.9075478325,253436.48181020934,2.3912552846216517,1319115.1090041366,0.08290270288948436,0.19824152639389814,0.11894491583633887,0.9660315421671932,0.7038941796794412,1.6699257218466346,14005166.051411169,1582087.6288775015,467245.21697268833,167310.0,2045989.089057399,4501175995.926278,920695090.0758295,1227.5934534344392,168537.59345343444,299935.21697268833,298707.6235192539,1413550.035424067,9.387149753711295,2.772350117256091,0.007283796026039812,0.0006,0.5999999999999999,4.328457623482598,Full platform upside
Moderate-rating targeted,Optimistic,gpt-4o-mini,25000000,1.0,8000,416000,8797299.549924988,1451554.4257376231,2757953.4089014838,0.1977457221671172,1739628.3526203719,288073.9268827487,2.462415361415261,1525734.169744444,0.09711259104743056,0.23913153598203113,0.14347892158921868,1.0980601445260851,0.8141483593739892,1.9122085039000742,16037119.059658753,1811626.3365949304,535035.9393912408,205920.00000000003,2087554.023144446,4592618850.917782,939399310.4150007,1252.5324138866677,207172.53241388669,329115.9393912408,327863.40697735414,1604453.8041810438,8.744529573909373,2.5825621435294943,0.006045842078062617,0.0006000000000000001,0.6,4.6465484015807785,Full platform upside
Moderate-rating targeted,Optimistic,gpt-4o-mini,25000000,1.0,10000,520000,8797299.549924988,1451554.4257376231,2757953.4089014838,0.20214037435205945,1778289.4243090414,326734.9985714182,2.546466725864813,1770401.4390587835,0.11483199030531509,0.29241584237731566,0.1754495054263894,1.2454257267756463,0.9447054772880149,2.190131204063661,18367973.369120706,2074930.3027299123,612798.7108970124,257400.00000000003,2133947.3091708496,4694684080.175869,960276289.1268823,1280.3683855025097,258680.36838550254,355398.7108970124,354118.34251150984,1816249.9343444097,8.021212880127472,2.368941697128633,0.004949615595082269,0.0006,0.6,5.0655531178944,Full platform upside
Moderate-rating targeted,Optimistic,gpt-4o-mini,25000000,1.0,12500,650000,8797299.549924988,1451554.4257376231,2757953.4089014838,0.20656974715341242,1817255.9436608336,365701.5179232105,2.638569707110668,2037003.0741088027,0.135559103049863,0.35768214283046185,0.2146092856982771,1.3939555931683203,1.0869670114966588,2.480922604664979,20806753.60854378,2350426.075659601,694162.1447852611,321750.0,2180707.132393,4797555691.264601,981318209.57685,1308.4242794358001,323058.4242794358,372412.14478526113,371103.7205058253,2027367.6513801652,7.275544913902487,2.148720146622246,0.004050116576759046,0.0006000000000000001,0.6,5.5847198244330745,Full platform upside
Moderate-rating targeted,Optimistic,gpt-4o-mini,25000000,1.0,15000,780000,8797299.549924988,1451554.4257376231,2757953.4089014838,0.21009509296803974,1848269.4668091845,396715.0410715614,2.719892199437197,2269140.296330765,0.15515923229920467,0.4220163856012708,0.25320983136076247,1.5121707821618111,1.2108379599026329,2.7230087420644438,22837057.41707187,2579778.482231854,761897.8460296314,386100.00000000006,2217923.3601710214,4879431392.376247,998065512.0769596,1330.754016102613,387430.7540161027,375797.8460296314,374467.09201352875,2192347.7282157512,6.658682759409005,1.96653940899582,0.0034348177120892757,0.0006000000000000001,0.6000000000000001,6.1020897649478565,Full platform upside
Moderate-rating targeted,Optimistic,gpt-4o-mini,25000000,1.0,20000,1040000,8797299.549924988,1451554.4257376231,2757953.4089014838,0.2152077985722858,1893247.4695203174,441693.04378269427,2.8592536167917464,2655321.265806305,0.19212030840761643,0.549320686673623,0.3295924120041738,1.6836148024239548,1.4169083284863229,3.1005231309102776,26003157.342005223,2937435.6142243966,867526.3720286957,514800.00000000006,2271896.963424381,4998173319.533638,1022353633.5409714,1363.1381780546283,516163.1381780547,352726.3720286956,351363.23385064094,2421272.476046342,5.690905446275988,1.6807212833734657,0.002640905708350685,0.0005999999999999998,0.5999999999999999,7.139791777917012,Full platform upside
Moderate-rating targeted,Optimistic,gpt-4o-mini,25000000,1.0,25000,1300000,8797299.549924988,1451554.4257376231,2757953.4089014838,0.21855623705612973,1922704.685887189,471150.260149566,2.9762019205886205,2964403.969960709,0.22717910013835696,0.6761308741493726,0.40567852448962355,1.795897769546865,1.5818382235415884,3.3777359930884536,28328058.453234937,3200067.0798520013,945090.5308661495,643500.0,2307245.623064627,5075940370.742179,1038260530.3790821,1384.347373838776,644884.3473738388,301590.53086614946,300206.1834923107,2555182.7324781623,4.962234070160996,1.46551941400786,0.0021466599080536704,0.0006,0.6,8.188223155081069,Full platform upside
Moderate-rating targeted,Optimistic,gpt-4o-mini,25000000,1.0,30000,1560000,8797299.549924988,1451554.4257376231,2757953.4089014838,0.22076390669573412,1942126.2170140638,490571.7912764407,3.07674421948018,3217472.2027974464,0.26106926960077437,0.8032433661280952,0.48194601967685713,1.8699274101563534,1.7168781870289465,3.5868055971853,30081462.501913954,3398139.622773353,1003588.2060924469,772200.0000000001,2330551.4604168767,5127213212.917129,1048748157.1875945,1398.3308762501258,773598.3308762503,231388.2060924468,229989.87521619664,2624541.2918971027,4.392640841047705,1.2972988255490268,0.0018075670802782688,0.0006,0.5999999999999999,9.249989103259619,Full platform upside
